filename,brightness,contrast
13391-3901330916.png,98.1,63.46
13227-3901330752.png,89.6,62.01
13202-3901330727.png,100.79,67.43
13278-3901330803.png,81.7,58.05
13295-3901330820.png,119.33,70.4
13176-3901330701.png,95.42,62.44
13357-3901330882.png,102.3,78.82
13350-3901330875.png,91.84,55.57
13291-3901330816.png,80.76,52.62
13382-3901330907.png,102.31,62.75
13183-3901330708.png,102.04,76.31
13331-3901330856.png,101.0,75.3
13177-3901330702.png,95.51,58.77
13197-3901330722.png,74.68,49.02
13277-3901330802.png,88.92,65.81
13242-3901330767.png,99.87,67.78
13219-3901330744.png,89.64,56.33
13359-3901330884.png,94.76,65.35
13266-3901330791.png,95.27,63.12
13388-3901330913.png,83.93,37.54
13254-3901330779.png,101.84,62.04
13356-3901330881.png,88.53,52.37
13369-3901330894.png,102.11,60.18
13247-3901330772.png,91.4,61.87
13228-3901330753.png,94.85,71.15
13307-3901330832.png,97.7,70.21
13284-3901330809.png,101.34,59.6
13365-3901330890.png,95.53,55.95
13240-3901330765.png,84.92,57.58
13232-3901330757.png,90.57,60.45
13320-3901330845.png,104.84,76.62
13208-3901330733.png,96.09,71.85
13366-3901330891.png,95.32,78.35
13253-3901330778.png,94.54,67.94
13297-3901330822.png,96.82,70.68
13230-3901330755.png,94.91,69.33
13272-3901330797.png,80.32,59.64
13236-3901330761.png,109.15,70.9
13303-3901330828.png,110.99,67.49
13348-3901330873.png,94.96,61.47
13252-3901330777.png,96.87,59.21
13215-3901330740.png,102.15,66.41
13374-3901330899.png,87.65,54.89
13308-3901330833.png,98.3,67.33
13334-3901330859.png,100.48,66.02
13319-3901330844.png,91.93,60.25
13279-3901330804.png,92.47,67.03
13327-3901330852.png,117.47,68.25
13354-3901330879.png,92.9,59.22
13178-3901330703.png,103.29,61.55
13286-3901330811.png,97.63,58.39
13329-3901330854.png,107.27,70.67
13304-3901330829.png,91.0,60.3
13196-3901330721.png,87.11,58.82
13352-3901330877.png,108.83,67.97
13263-3901330788.png,91.5,66.62
13337-3901330862.png,95.02,58.18
13338-3901330863.png,124.24,83.69
13323-3901330848.png,97.63,70.26
13187-3901330712.png,83.65,50.3
13360-3901330885.png,109.1,69.63
13275-3901330800.png,82.24,59.7
13229-3901330754.png,132.02,86.39
13341-3901330866.png,109.77,65.56
13207-3901330732.png,100.63,65.29
13389-3901330914.png,81.66,62.26
13340-3901330865.png,84.72,50.77
13298-3901330823.png,94.14,56.07
13292-3901330817.png,79.53,61.43
13371-3901330896.png,88.62,54.0
13234-3901330759.png,105.13,73.13
13256-3901330781.png,88.87,64.52
13214-3901330739.png,95.81,62.98
13293-3901330818.png,87.65,49.21
13332-3901330857.png,107.81,62.82
13302-3901330827.png,91.75,56.25
13346-3901330871.png,99.53,68.11
13206-3901330731.png,92.05,62.5
13216-3901330741.png,102.03,64.58
13282-3901330807.png,90.47,65.14
13317-3901330842.png,82.54,61.16
13361-3901330886.png,99.89,68.88
13248-3901330773.png,110.18,63.11
13362-3901330887.png,110.48,74.01
13189-3901330714.png,88.09,63.74
13225-3901330750.png,94.44,62.49
13223-3901330748.png,108.32,65.56
13271-3901330796.png,81.2,51.39
13380-3901330905.png,113.13,72.08
13290-3901330815.png,110.32,73.26
13310-3901330835.png,89.88,61.26
13372-3901330897.png,106.55,67.51
13251-3901330776.png,108.73,66.71
13330-3901330855.png,112.88,75.63
13190-3901330715.png,90.95,62.14
13314-3901330839.png,97.47,65.15
13185-3901330710.png,105.33,70.07
13249-3901330774.png,79.95,50.54
13268-3901330793.png,102.62,76.61
13363-3901330888.png,94.17,53.29
13274-3901330799.png,99.89,68.26
13322-3901330847.png,88.04,52.77
13264-3901330789.png,91.67,64.28
13244-3901330769.png,91.66,57.51
13385-3901330910.png,86.06,55.91
13181-3901330706.png,103.67,62.22
13296-3901330821.png,95.7,70.06
13233-3901330758.png,83.32,54.29
13250-3901330775.png,104.4,69.6
13299-3901330824.png,91.69,57.89
13192-3901330717.png,77.6,54.79
13259-3901330784.png,100.58,69.46
13245-3901330770.png,103.65,66.94
13305-3901330830.png,90.59,54.77
13313-3901330838.png,77.36,61.29
13209-3901330734.png,112.7,74.85
13262-3901330787.png,125.5,75.97
13258-3901330783.png,105.26,55.76
13381-3901330906.png,121.15,66.26
13205-3901330730.png,93.75,72.31
13370-3901330895.png,89.77,52.19
13367-3901330892.png,92.83,57.06
13288-3901330813.png,95.19,66.32
13182-3901330707.png,100.07,75.18
13309-3901330834.png,110.55,61.28
13186-3901330711.png,100.77,68.07
13373-3901330898.png,98.3,65.4
13318-3901330843.png,96.12,64.98
13273-3901330798.png,87.02,57.14
13231-3901330756.png,103.05,65.93
13339-3901330864.png,105.43,72.59
13221-3901330746.png,86.64,53.53
13351-3901330876.png,85.15,56.36
13316-3901330841.png,103.61,65.74
13238-3901330763.png,86.18,60.79
13315-3901330840.png,83.5,66.37
13335-3901330860.png,101.77,66.09
13364-3901330889.png,89.19,57.83
13285-3901330810.png,133.16,83.74
13325-3901330850.png,89.36,51.79
13218-3901330743.png,114.76,71.41
13261-3901330786.png,109.53,80.36
13188-3901330713.png,81.8,52.07
13283-3901330808.png,125.65,79.7
13212-3901330737.png,101.86,70.55
13386-3901330911.png,96.43,68.93
13213-3901330738.png,113.08,74.21
13195-3901330720.png,91.96,64.54
13267-3901330792.png,98.99,63.61
13345-3901330870.png,92.28,61.11
13241-3901330766.png,104.38,73.19
13312-3901330837.png,83.87,55.43
13200-3901330725.png,103.11,71.05
13390-3901330915.png,107.11,79.14
13289-3901330814.png,83.14,55.23
13243-3901330768.png,97.56,57.75
13210-3901330735.png,90.73,65.97
13349-3901330874.png,103.34,61.52
13375-3901330900.png,95.29,66.59
13378-3901330903.png,103.41,60.44
13199-3901330724.png,104.76,70.49
13342-3901330867.png,104.02,71.79
13270-3901330795.png,98.38,63.5
13376-3901330901.png,115.73,66.18
13224-3901330749.png,98.01,60.82
13326-3901330851.png,83.07,58.26
13237-3901330762.png,80.73,57.98
13294-3901330819.png,81.54,58.68
13287-3901330812.png,96.07,66.3
13311-3901330836.png,100.54,74.23
13344-3901330869.png,109.75,69.64
13191-3901330716.png,95.46,65.96
13353-3901330878.png,108.04,70.55
13301-3901330826.png,88.31,53.69
13306-3901330831.png,95.52,50.59
13246-3901330771.png,94.04,65.42
13333-3901330858.png,77.26,48.65
13211-3901330736.png,93.07,70.11
13269-3901330794.png,85.29,56.07
13377-3901330902.png,90.8,55.32
13257-3901330782.png,82.6,59.18
13201-3901330726.png,94.26,58.86
13343-3901330868.png,115.28,65.9
13379-3901330904.png,95.36,59.31
13387-3901330912.png,104.11,71.73
13347-3901330872.png,87.34,56.45
13239-3901330764.png,90.73,62.66
13280-3901330805.png,94.92,63.48
13217-3901330742.png,111.1,66.66
13336-3901330861.png,96.42,64.3
13265-3901330790.png,105.65,65.54
13179-3901330704.png,91.51,52.69
13226-3901330751.png,88.83,54.52
13222-3901330747.png,99.92,60.43
13194-3901330719.png,99.77,69.48
13260-3901330785.png,107.5,59.44
13193-3901330718.png,95.23,59.15
13198-3901330723.png,87.54,54.07
13276-3901330801.png,98.24,62.36
13255-3901330780.png,110.74,70.15
13321-3901330846.png,102.58,72.62
13281-3901330806.png,100.48,65.05
13220-3901330745.png,106.4,73.4
13203-3901330728.png,99.54,60.97
13384-3901330909.png,96.63,56.03
13328-3901330853.png,105.25,60.32
13358-3901330883.png,96.73,72.26
13383-3901330908.png,97.51,68.09
13184-3901330709.png,106.88,70.54
13324-3901330849.png,84.09,62.39
13235-3901330760.png,100.75,65.11
13368-3901330893.png,98.39,73.31
13300-3901330825.png,103.49,62.81
13355-3901330880.png,105.15,73.83
13204-3901330729.png,93.26,71.22
13180-3901330705.png,81.31,57.96
00546-63138697.png,113.89,95.79
00461-63138612.png,84.64,63.37
00443-63138594.png,112.64,84.03
00638-63138789.png,84.86,48.4
00603-63138754.png,105.33,51.96
00502-63138653.png,86.92,59.51
00591-63138742.png,90.52,62.38
00565-63138716.png,104.83,93.05
00580-63138731.png,88.33,62.81
00605-63138756.png,100.06,88.84
00629-63138780.png,82.42,55.83
00493-63138644.png,86.07,61.01
00547-63138698.png,101.71,73.4
00441-63138592.png,92.75,65.97
00560-63138711.png,114.14,96.61
00464-63138615.png,112.62,89.52
00647-63138798.png,112.87,87.48
00518-63138669.png,101.88,51.4
00601-63138752.png,96.05,57.49
00572-63138723.png,93.62,49.3
00602-63138753.png,110.56,82.17
00484-63138635.png,83.74,59.25
00607-63138758.png,96.82,73.78
00644-63138795.png,101.67,86.02
00552-63138703.png,133.49,91.35
00579-63138730.png,85.55,55.48
00590-63138741.png,102.34,78.36
00522-63138673.png,85.17,57.97
00536-63138687.png,95.01,83.81
00573-63138724.png,96.54,70.35
00474-63138625.png,91.82,61.13
00618-63138769.png,93.89,79.69
00496-63138647.png,82.04,57.46
00437-63138588.png,95.54,80.58
00592-63138743.png,111.13,67.7
00485-63138636.png,102.52,91.8
00507-63138658.png,85.76,65.77
00452-63138603.png,115.58,77.35
00520-63138671.png,102.15,75.83
00616-63138767.png,131.95,92.38
00643-63138794.png,84.99,52.96
00525-63138676.png,89.47,58.07
00448-63138599.png,112.61,68.57
00594-63138745.png,100.73,70.47
00541-63138692.png,101.55,49.91
00494-63138645.png,93.44,64.51
00463-63138614.png,112.76,53.76
00462-63138613.png,114.85,66.22
00568-63138719.png,107.46,64.3
00576-63138727.png,107.2,80.95
00432-63138583.png,118.27,65.05
00628-63138779.png,103.6,83.55
00486-63138637.png,77.45,55.53
00542-63138693.png,110.79,86.13
00543-63138694.png,90.04,51.93
00444-63138595.png,99.66,72.45
00497-63138648.png,103.07,74.29
00506-63138657.png,85.79,66.59
00610-63138761.png,108.5,89.34
00545-63138696.png,125.52,90.15
00558-63138709.png,97.12,69.71
00556-63138707.png,85.87,62.93
00624-63138775.png,119.52,68.41
00599-63138750.png,96.79,69.03
00633-63138784.png,98.64,66.66
00539-63138690.png,120.0,101.1
00440-63138591.png,86.88,70.3
00598-63138749.png,108.03,91.28
00530-63138681.png,85.65,68.59
00622-63138773.png,75.91,58.46
00548-63138699.png,90.36,56.41
00600-63138751.png,84.14,58.95
00458-63138609.png,101.53,68.93
00460-63138611.png,96.88,59.34
00504-63138655.png,86.38,61.72
00549-63138700.png,92.96,78.27
00528-63138679.png,92.99,58.28
00625-63138776.png,93.07,66.39
00582-63138733.png,115.57,73.8
00588-63138739.png,137.56,92.6
00436-63138587.png,101.24,57.07
00526-63138677.png,90.92,61.6
00527-63138678.png,87.36,57.97
00508-63138659.png,87.83,68.28
00510-63138661.png,94.45,54.0
00606-63138757.png,85.11,56.94
00442-63138593.png,101.09,85.32
00500-63138651.png,98.6,65.3
00635-63138786.png,86.92,49.75
00475-63138626.png,86.94,61.5
00632-63138783.png,86.87,69.99
00438-63138589.png,132.57,85.13
00524-63138675.png,100.03,59.87
00481-63138632.png,104.38,59.01
00479-63138630.png,85.99,61.91
00586-63138737.png,106.98,80.32
00450-63138601.png,78.49,54.01
00446-63138597.png,109.79,82.94
00455-63138606.png,111.25,47.36
00435-63138586.png,89.89,59.56
00515-63138666.png,116.38,76.8
00533-63138684.png,95.38,60.62
00471-63138622.png,104.85,62.45
00501-63138652.png,86.71,50.12
00551-63138702.png,101.63,67.48
00564-63138715.png,95.56,69.15
00609-63138760.png,116.57,96.8
00509-63138660.png,88.95,71.27
00519-63138670.png,114.45,95.63
00476-63138627.png,99.49,68.62
00454-63138605.png,120.2,95.42
00480-63138631.png,103.67,87.26
00626-63138777.png,106.02,79.83
00593-63138744.png,94.97,70.03
00517-63138668.png,76.05,56.01
00529-63138680.png,82.88,55.7
00645-63138796.png,132.69,90.09
00617-63138768.png,133.44,83.05
00604-63138755.png,128.66,82.3
00514-63138665.png,117.57,80.51
00478-63138629.png,99.69,58.32
00570-63138721.png,126.97,94.42
00569-63138720.png,107.36,90.96
00466-63138617.png,101.55,62.41
00490-63138641.png,97.15,65.21
00523-63138674.png,86.19,62.43
00503-63138654.png,83.07,54.77
00581-63138732.png,93.06,59.28
00563-63138714.png,103.32,54.25
00470-63138621.png,101.38,51.21
00621-63138772.png,94.0,68.24
00439-63138590.png,117.34,74.4
00612-63138763.png,93.58,56.08
00577-63138728.png,95.38,69.0
00615-63138766.png,103.34,78.13
00554-63138705.png,90.94,60.1
00473-63138624.png,85.08,55.4
00489-63138640.png,113.87,89.31
00513-63138664.png,104.4,69.02
00550-63138701.png,113.8,63.85
00495-63138646.png,95.02,61.59
00634-63138785.png,102.34,68.9
00521-63138672.png,90.18,58.83
00535-63138686.png,93.63,68.93
00623-63138774.png,86.44,73.54
00512-63138663.png,106.5,78.58
00630-63138781.png,82.5,49.38
00636-63138787.png,86.95,59.21
00619-63138770.png,105.39,57.54
00488-63138639.png,75.85,66.62
00589-63138740.png,150.65,66.51
00561-63138712.png,85.66,58.35
00531-63138682.png,109.08,61.38
00611-63138762.png,90.62,56.28
00608-63138759.png,90.38,63.68
00583-63138734.png,95.24,63.62
00597-63138748.png,116.75,96.66
00469-63138620.png,94.3,60.32
00627-63138778.png,98.45,55.94
00459-63138610.png,113.04,76.66
00445-63138596.png,113.69,97.51
00433-63138584.png,103.12,57.54
00575-63138726.png,85.44,61.72
00457-63138608.png,100.53,65.2
00544-63138695.png,93.1,68.3
00538-63138689.png,97.48,54.94
00451-63138602.png,100.02,74.23
00631-63138782.png,83.04,59.68
00585-63138736.png,87.8,64.53
00491-63138642.png,96.83,73.68
00540-63138691.png,126.67,64.88
00567-63138718.png,97.89,70.71
00434-63138585.png,92.22,64.05
00620-63138771.png,91.48,64.17
00456-63138607.png,93.14,72.52
00532-63138683.png,88.69,70.83
00584-63138735.png,94.57,69.73
00642-63138793.png,101.27,54.75
00566-63138717.png,95.51,59.57
00449-63138600.png,106.59,63.54
00511-63138662.png,114.66,62.25
00482-63138633.png,95.73,66.23
00596-63138747.png,103.81,70.52
00499-63138650.png,93.16,87.73
00472-63138623.png,91.66,59.26
00555-63138706.png,117.53,76.17
00537-63138688.png,80.57,58.77
00557-63138708.png,83.43,59.1
00467-63138618.png,119.21,93.34
00595-63138746.png,124.13,87.45
00578-63138729.png,87.79,46.51
00637-63138788.png,98.49,76.03
00498-63138649.png,98.2,60.55
00641-63138792.png,110.71,71.05
00639-63138790.png,97.69,72.65
00571-63138722.png,108.64,92.35
00465-63138616.png,100.0,75.91
00559-63138710.png,101.39,63.23
00562-63138713.png,128.31,89.01
00613-63138764.png,96.78,61.69
00574-63138725.png,91.21,55.31
00614-63138765.png,91.69,59.87
00516-63138667.png,90.07,57.18
00646-63138797.png,95.19,53.29
00534-63138685.png,92.68,61.67
00453-63138604.png,73.02,49.6
00587-63138738.png,81.78,59.57
00468-63138619.png,86.29,63.34
00483-63138634.png,94.9,57.1
00477-63138628.png,127.72,89.0
00492-63138643.png,101.17,70.37
00447-63138598.png,108.56,72.31
00553-63138704.png,104.03,93.83
00487-63138638.png,108.45,86.79
00505-63138656.png,82.79,61.8
00640-63138791.png,96.0,71.0
00065-829903161.png,109.18,66.78
00149-3976466618.png,128.04,59.91
00060-3976466529.png,125.54,46.32
00095-829903191.png,113.91,48.01
00110-829903206.png,109.94,56.87
00085-1280210980.png,112.76,64.08
00111-3976466580.png,96.84,61.36
00055-1280210950.png,85.83,59.89
00084-1280210979.png,127.85,59.25
00103-3976466572.png,106.31,72.53
00033-3976466502.png,121.53,49.78
00014-1280210909.png,128.66,43.57
00067-1280210962.png,130.13,45.25
00080-829903176.png,89.55,47.73
00071-829903167.png,159.01,47.76
00071-3976466540.png,123.8,57.84
00075-3976466544.png,133.63,70.67
00055-829903151.png,124.0,70.9
00146-829903242.png,117.0,69.42
00101-829903197.png,105.72,54.03
00099-829903195.png,127.85,65.4
00110-3976466579.png,127.19,61.58
00162-829903258.png,122.5,65.59
00082-829903178.png,94.49,40.23
00023-829903119.png,111.24,60.65
00135-3976466604.png,149.49,74.4
00068-1280210963.png,149.04,75.14
00031-1280210926.png,103.74,63.21
00185-3976466654.png,92.36,76.94
00048-3976466517.png,109.35,69.55
00009-3976466478.png,87.6,48.2
00183-3976466652.png,122.0,40.11
00011-829903107.png,99.83,41.56
00101-3976466570.png,106.29,68.31
00140-829903236.png,94.97,64.9
00152-3976466621.png,113.42,62.49
00031-3976466500.png,106.6,42.5
00072-1280210967.png,100.65,63.21
00175-3976466644.png,124.64,86.7
00041-3976466510.png,94.92,67.25
00136-829903232.png,111.99,55.36
00155-3976466624.png,141.2,74.01
00122-3976466591.png,124.62,53.62
00014-3976466483.png,115.69,61.45
00042-3976466511.png,129.64,58.96
00027-829903123.png,88.56,57.29
00104-3976466573.png,103.81,51.72
00182-3976466651.png,119.59,49.19
00153-3976466622.png,123.62,69.02
00113-829903209.png,100.03,74.7
00121-3976466590.png,131.2,54.4
00121-829903217.png,114.34,77.12
00133-3976466602.png,120.69,65.18
00096-3976466565.png,109.46,67.19
00161-829903257.png,124.38,52.96
00092-1280210987.png,69.07,52.66
00137-829903233.png,106.71,62.19
00025-1280210920.png,107.0,58.49
00156-829903252.png,130.85,42.47
00078-829903174.png,88.68,47.45
00098-3976466567.png,123.44,55.84
00087-3976466556.png,90.73,68.48
00172-3976466641.png,128.53,62.6
00067-3976466536.png,121.23,82.97
00011-3976466480.png,134.95,65.86
00008-1280210903.png,110.91,58.83
00149-829903245.png,114.19,67.56
00105-829903201.png,100.08,59.03
00074-1280210969.png,102.03,54.01
00161-3976466630.png,134.63,63.33
00064-3976466533.png,136.08,50.37
00022-3976466491.png,130.57,40.21
00191-3976466660.png,116.16,52.86
00079-3976466548.png,122.55,72.96
00015-829903111.png,126.19,66.87
00013-1280210908.png,83.03,57.56
00046-3976466515.png,131.26,49.83
00030-1280210925.png,70.48,51.04
00006-1280210901.png,89.15,48.83
00147-3976466616.png,87.21,56.34
00030-3976466499.png,152.89,62.0
00063-829903159.png,124.64,58.0
00004-829903100.png,89.02,62.9
00038-3976466507.png,132.83,55.33
00119-829903215.png,104.51,57.38
00086-3976466555.png,103.66,54.74
00124-3976466593.png,87.9,53.03
00020-1280210915.png,95.28,55.39
00165-3976466634.png,102.04,73.49
00124-829903220.png,108.64,56.05
00054-1280210949.png,106.67,40.93
00032-1280210927.png,102.31,52.93
00039-3976466508.png,112.41,52.65
00000-3976466469.png,122.9,59.95
00146-3976466615.png,112.75,50.68
00045-829903141.png,90.14,55.83
00024-3976466493.png,132.15,46.89
00077-829903173.png,92.52,53.14
00009-1280210904.png,92.48,51.36
00050-3976466519.png,146.18,36.48
00015-3976466484.png,131.89,72.65
00025-3976466494.png,131.06,46.56
00157-829903253.png,77.8,62.42
00162-3976466631.png,115.38,55.33
00173-3976466642.png,129.74,50.61
00001-3976466470.png,126.27,56.45
00076-829903172.png,142.6,62.71
00047-3976466516.png,130.04,60.99
00126-3976466595.png,124.49,57.17
00139-3976466608.png,114.45,52.96
00136-3976466605.png,100.28,51.16
00118-3976466587.png,124.23,62.72
00180-3976466649.png,142.05,63.55
00047-1280210942.png,133.97,61.26
00166-829903262.png,109.06,77.68
00144-829903240.png,122.7,73.91
00051-1280210946.png,127.99,88.93
00001-829903097.png,104.27,58.09
00006-3976466475.png,105.65,60.43
00120-829903216.png,83.71,56.95
00094-829903190.png,124.38,73.05
00102-829903198.png,102.54,66.67
00064-829903160.png,95.69,62.99
00092-829903188.png,149.29,58.0
00073-829903169.png,95.85,58.88
00043-1280210938.png,122.5,71.32
00150-3976466619.png,125.39,79.62
00033-1280210928.png,95.77,61.25
00142-3976466611.png,108.01,53.55
00181-3976466650.png,138.82,67.6
00091-1280210986.png,83.86,55.01
00151-829903247.png,165.86,76.79
00171-3976466640.png,119.47,57.37
00062-829903158.png,93.21,59.71
00036-829903132.png,91.1,71.33
00159-3976466628.png,113.26,60.2
00105-3976466574.png,138.02,42.2
00114-3976466583.png,100.44,78.35
00050-1280210945.png,117.86,47.83
00019-3976466488.png,122.44,60.3
00087-829903183.png,114.39,52.55
00120-3976466589.png,132.9,80.27
00018-3976466487.png,103.36,58.85
